"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","ps001","ps002","ps003","ps004","ps005","ps006","ps007","ps008","ps009","ps010","ps011","ps012","ps013","ps014","ps015","ps016","ps017","ps018","ps019","ps020","ps021","ps022","ps023","ps024","ps025","ps026","ps027","ps028","ps029","ps030","ps031","ps032","ps033","ps034","ps035","ps036","ps037","ps038","ps039"
"45","Finalizadas","4 junho 2014  18:56","4 junho 2014  19:18","22 minutos 27 segundos","Sim","29","Feminino","Ensino Superior Completo","União Estável","União Estável","Pedagogia","Outros","APE","APE","5","Outras","DEUS","Sim","Sim","Comunidade","dia a dia com a acomunidade","Por ser uma oportunidade de formação continuada. 

 ","pela vontade de melhorar meus conhecimentos","Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","1","2","4","2","3","2","2","2","1","4","2","2","1","5","2","1","2","1","5","4","1","3","2","1","4","2","1","5","4","4","4","5","4","4","3","3","1","1","2"
"46","Finalizadas","4 junho 2014  18:58","4 junho 2014  19:12","13 minutos 39 segundos","Sim","45","Feminino","Pós-graduação","Casado (a)","CASADA","PÓS -  GRADUAÇÃO","Professor (a)","PROFESSOR DE INCLUSÃO","PROFESSOR DE APOIO","20","Evangélica","EVANGÉLICA","Sim","Sim","Comunidade","FAMÍLIA","Identificação profissional com o tema.","IDENTIFICAÇÃO COM O TEMA","Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","2","4","2","2","4","4","2","2","2","2","2","2","4","4","2","2","4","2","4","4","2","3","2","2","2","2","2","4","4","2","4","4","4","4","4","2","2","2","2"
"47","Finalizadas","4 junho 2014  19:01","13 junho 2014  08:50","8 dias 13 horas","Sim","39 anos","Feminino","Ensino Superior Completo","Solteiro (a)","solteira","graduada em pedagogia e pós-graduada em Inspeção","Supervisor (a)","supervisor pedagogico","supervisor pedagogico","7 anos","Católica","catolica","Não","Não",NA,"não liddo com nenhum tipo","Identificação profissional com o tema.","aquisição do conhecimento na area","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","2","2","2","2","2","2","2","2","2","2","2","2","4","5","3","2","4","4","4","1","1","2","2","1","2","2","1","3","4","2","4","4","4","4","4","2","2","2","2"
"48","Finalizadas","4 junho 2014  19:02","4 junho 2014  19:14","11 minutos 59 segundos","Sim","34","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Licenciatura e bacharelado em Ciências Biológicas","Professor (a)",NA,NA,"6","Espírita",NA,"Sim","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Pouco importante 

 ","Organizado","Raramente 

 ","Sim, considero","Sim","3","3","4","3","4","3","3","3","1","3","2","2","4","5","3","3","3","2","4","4","1","3","3","1","4","2","1","5","4","3","3","3","2","5","3","4","1","1","3"
"49","Finalizadas","4 junho 2014  19:05","8 junho 2014  15:38","3 dias 20 horas","Sim","49","Feminino","Pós-graduação","Casado (a)",NA,"Psicopedagoga","Orientador (a)",NA,"Orientação Educacional","8","Umbanda",NA,"Não","Sim","Serviços de atuação",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Pouco flexível","Importante 

 ","Muito organizado","Raramente 

 ","Sim, considero","Sim","2","4","4","2","2","2","2","2","2","3","2","3","3","4","2","2","4","2","4","4","2",NA,"2","4","2","2","2","4","4","4","4","5","3","2","4","4","1","1","2"
"50","Finalizadas","4 junho 2014  19:05","4 junho 2014  19:21","16 minutos 28 segundos","Sim","56","Masculino","Ensino Superior Completo","Solteiro (a)",NA,"Letras","Professor (a)","Microempresário","Propritário","18","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","4","3","2","3","3","2","2","2","4","2","2","4","5","2","1","4","2","2","3","4","3","1","1","2","2","1","5","5","2","4","4","3","4","4","2","1","1","2"
"51","Finalizadas","4 junho 2014  19:06","4 junho 2014  19:41","35 minutos 36 segundos","Sim","37","Feminino","Ensino Superior Completo","Casado (a)","Não","Professora de Inclusão / Serviços Gerais","Professor (a)","Serviços gerais","Os dois","07","Católica","não","Sim","Sim","Família","Escola","Identificação profissional com o tema.","Identificacão pessoal e para aquisição de conhecimento na área","Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","2","2","3","2","2","1","3","2","2","4","2","4","5","3","1","3","4","4","2","1","2","2","2","3","1","3","4","4","3","3","5","3","5","3","2","2","1","2"
"52","Finalizadas","4 junho 2014  19:07","6 junho 2014  22:36","2 dias 3 horas","Sim","27","Feminino","Pós-graduação","Solteiro (a)","Não","Especialista em Fisiologia do Exercício","Professor (a)","Personal Trainer","?","2","Católica","Não","Sim","Sim","Escola","Amigos","Para aquisição de conhecimento na área","Identificação profissional com o tema","Adequado 

 ","Pouquíssimo flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","2","2","2","2","2","2","2","2","2","3","2","2","2","4","2","2","2","2","4","2","2","2","2","2","2","2","2","4","4","2","4","4","4","4","4","2","2","2","5"
"53","Finalizadas","4 junho 2014  19:08","8 junho 2014  21:39","4 dias 2 horas","Sim","50","Feminino","Pós-graduação","Casado (a)",NA,"Licenciatura em matemática","Coordenador (a) Pedagógico",NA,NA,"4","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","1","2","5","2","2","2","2","4","1","2","2","4","2","4","2","2","4","2","4","2","2","4","2","4","4","4","4","4","2","4","4","4","2","2","4","4","2","2","4"
"54","Finalizadas","4 junho 2014  19:08","4 junho 2014  19:21","13 minutos 13 segundos","Sim","32","Feminino","Pós-graduação","Solteiro (a)",NA,"Graduação em Ciências Biológicas (licenciatura e bacharelado) e Especialização em Gestão em Saúde Pública","Professor (a)",NA,"Professor do 2° Seguimento da Educação Básica","1","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","3","2","1","1","2","1","2","2","3","3","2","4","4","2","1","1","3","4","3","2","4","1","1","3","2","1","5","5","3","4","3","4","5","4","2","1","2","3"
"55","Finalizadas","4 junho 2014  19:10","12 junho 2014  09:08","7 dias 13 horas","Sim","38 anos","Feminino","Pós-graduação","Solteiro (a)",NA,"Psicopedagogia","Orientador (a)",NA,"Orientação Pedagógica","2 anos","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","3","2","2","2","2","2","2","3","3","2","2","3","5","3","2","3","2","4","3","2","3","2","2","3","2","2","5","5","2","3","3","3","3","4","2","2","2","3"
"56","Finalizadas","4 junho 2014  19:10","4 junho 2014  19:19","9 minutos 18 segundos","Sim","22","Masculino","Ensino Superior Incompleto","Solteiro (a)",NA,"Pedagogo","Professor (a)",NA,NA,NA,"Outras","Testemunha de Jeová","Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","1","4","2","2","2","2","3","3","2","4","4","1","3","5","4","1","3","3","5","2","1","3","1","1","4","2","1","5",NA,"4","4","5","1","5","4","3","1","2","2"
"57","Finalizadas","4 junho 2014  19:10","4 junho 2014  19:22","11 minutos 25 segundos","Sim","44","Feminino","Ensino Superior Completo","Casado (a)","casada","Processos Gerenciais/ 7º período Pedagogia","Outros","Educador Infantil","EMEI Cora Coralina","15","Outras","Cristã","Não","Sim","Outros","Família / Amigos / Comunidade / Escola","Outros","Para aquisição de conhecimento na área/ Pelo fato de o curso ser gratuito/Por ser um curso à distância/por ser uma oportunidade de formação continuada.","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","1","4","3","3","3","3","3","2","2","3","3","3","3","4","3","2","3","4","4","4","2","3","3","2","3","3","3","3","4","3","3","4","3","3","3","3","2","1","3"
"58","Finalizadas","4 junho 2014  19:12","16 junho 2014  07:45","11 dias 12 horas","Sim","38","Feminino","Ensino Superior Incompleto","Casado (a)","a 10 anos","cursando Letras","Professor (a)","professor","Escola Municipal Fioravante Padula","56","Católica","catolica","Sim","Não","Família","familia","Para aquisição de conhecimento na área","especialização","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","1","1","1","2","3","2","2","2","3","3","1","1","4","4","3","2","4","2","2","4","2","3","2","2","3","2","2","4","4","3","4","4","4","4","4","2","2","2","2"
"59","Finalizadas","4 junho 2014  19:14","4 junho 2014  19:24","9 minutos 21 segundos","Sim","51 anos","Feminino","Ensino Superior Completo","Casado (a)",NA,NA,"Professor (a)",NA,"Professor de História do Ensino Mèdio","18 anos","Espírita",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","2","3","2","2","2","2","2","2","2","3","3","2","2","4","2","2","4","2","4","3","2","2","2","2","2","2","3","3","4","2","4","4","3","3","3","2","2","2","3"
"60","Finalizadas","4 junho 2014  19:14","5 junho 2014  19:51","1 dia","Sim","42","Feminino","Pós-graduação","Casado (a)",NA,"Licenciatura Plena/ Letras","Professor (a)",NA,"E.E ""FREDERICO ZACARIAS""","12","Espírita",NA,"Sim","Sim","Amigos",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Sim","2","2","2","2","3","2","4","2","2","4","2","2","3","4","2","2","3","2","4","4","2","3","2","2","2","2","1","4","4","3","4","4","4","4","3","3","2","2","2"
"61","Finalizadas","4 junho 2014  19:17","4 junho 2014  19:32","15 minutos 39 segundos","Sim","44","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia / psicopedagogia","Coordenador (a) Pedagógico",NA,NA,"19","Evangélica",NA,"Não","Sim","Família","amigos, escola","Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","2","2","3","2","3","3","2","2","3","2","2","3","4","2","2","4","2","4","2","3","2","2","2","3","2","2","4","3","4","4","4","3","3","3","3","2","1","3"
"62","Finalizadas","4 junho 2014  19:20","16 junho 2014  14:32","11 dias 19 horas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Finalizadas","4 junho 2014  19:23","4 junho 2014  19:32","9 minutos 18 segundos","Sim","31","Feminino","Pós-graduação","Divorciado (a)",NA,"Licenciatura Plena em Matemática e Ciências Biológicas, Especialização em Ensino de Matemática","Professor (a)",NA,"E. E. Professor Sperber","13","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Sim","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","4","4","4","2","2","2","2","4","4","2","2","4","4","2","4","4","4","4","4","2","2","2","4"
"64","Finalizadas","4 junho 2014  19:26","4 junho 2014  19:43","17 minutos 5 segundos","Sim","37","Feminino","Pós-graduação","Divorciado (a)",NA,"Pedagogia","Professor (a)",NA,"Escola Municipal Quilombo dos Palmares","10","Católica",NA,"Sim","Sim","Escola",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","4","4","3","1","2","1","1","1","2","3","2","2","4","4","2","2","3","4","3","2","1","4","2","2","2","3","2","4","4","3","3","4","3","4","3","2","2","2","3"
"65","Finalizadas","4 junho 2014  19:26","4 junho 2014  19:36","9 minutos 48 segundos","Sim","39 anos","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia","Professor (a)","Supervisora","Escola Estadual Alfim Ferreira Mendes","14 anos","Católica",NA,"Não","Não",NA,NA,"Identificação profissional com o tema.",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","2","4","2","2","2","3","2","2","4","4",NA,"2","2","5","4","2","3","5","4","4","2","2","2","2","2","2","2","4","5","2","4","4","5","5","5","1","2","1","1"
"66","Finalizadas","4 junho 2014  19:29","4 junho 2014  19:46","17 minutos 4 segundos","Sim","45","Feminino","Ensino Superior Completo","União Estável",NA,"PEDAGOGIA","Professor (a)",NA,"Professora Regente","06","Espírita",NA,"Sim","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","4","2","2","2","2","2","1","2","2","4","1","4","2","1","4","2","4","2","2","4","2","4","2","2","1","5","2","4","4","4","2","4","4","4","2","1","2"
"67","Finalizadas","4 junho 2014  19:30","4 junho 2014  19:44","14 minutos","Sim","39","Feminino","Pós-graduação","Casado (a)","não","Graduação em Letras: Português/Inglês e Pós-graduada em Língua Portuguesa","Professor (a)","Do lar","Escola Municipal Ivo de Tassis - atuação sala de aula, professora de Literatura do anos finais","16","Católica","não","Sim","Sim","Escola","não","Pelo fato de o curso estar vinculado à Universidade","não","Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","3","4","5","4","4","3","3","2","3","3","3","2","5","4","3","4","5","5","4","3","3","2","3","3","3","3","3","4","3","3","5","3","3","3","3","1","1","3"
"68","Finalizadas","4 junho 2014  19:32","4 junho 2014  19:42","10 minutos 36 segundos","Sim","32","Feminino","Pós-graduação","Casado (a)",NA,"PEDAGOGIA","Professor (a)",NA,"PROFESSOR","3","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","3","3","3","3","2","3","3","3","3","3","3","2","4","3","2","3","2","4","3","2","3","2","2","3","2","2","4","4","2","4","3","2","2","3","3","3","2","3"
"69","Finalizadas","4 junho 2014  19:35","4 junho 2014  19:53","18 minutos 19 segundos","Sim","53","Feminino","Pós-graduação","Casado (a)","nenhum","Pedagoga  Especialista em Educação","Diretor (a)","nenhuma","Diretora da Escola Municipal Amélia Mascarenhas","22","Católica","nenhuma","Sim","Sim","Escola","nenhum","Identificação profissional com o tema.","para aquisição de conhecimento","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","2","2","4","2","2","2","2","2","2","4","2","2","2","4","2","2","2","4","4","1","1","2","2","1","2","3","2","4","4","2","4","4","4","4","4","2","2","2","2"
"70","Finalizadas","4 junho 2014  19:38","4 junho 2014  19:46","8 minutos 9 segundos","Sim","35","Feminino","Pós-graduação","Divorciado (a)",NA,"Licenciatura História","Diretor (a)",NA,"Escola Municipal Luiz de Melo Viana Sobrinho","Na Educação 10 anos","Espírita",NA,"Sim","Não",NA,"Indiretamente com pais de alunos.","Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","2","4","2","2","3","2","2","2","2","2","2","2","3","4","2","2","3","3","4","2","2","2","2","2","3","2","1","5","4","3","4","4","4","4","4","3","2","2","5"
"71","Finalizadas","4 junho 2014  19:41","4 junho 2014  20:07","25 minutos 37 segundos","Sim","15´05 1975","Feminino","Ensino Superior Incompleto","Casado (a)","casada","professora","Professor (a)","agente escolar","agente escolar","3 anos","Católica","catolica","Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Desorganizado","Sempre","Sim, considero","Sim","4","2","2","2","4","2","2","2","2","2","2","2","2","4","2","2","4","4","4","2","4","2","2","4","2","2","2","5","4","2","2","5","4","5","4","2","2","1","2"
"72","Finalizadas","4 junho 2014  19:43","4 junho 2014  19:53","9 minutos 55 segundos","Sim","31","Masculino","Pós-graduação","Casado (a)",NA,"HISTORIADOR","Orientador (a)",NA,"IFMG","8","Evangélica",NA,"Sim","Sim","Família",NA,"Identificação pessoal com o tema",NA,"Muito adequado","Muito flexível","Importante 

 ","Muito organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","3","3","5","3","3","3","3","3","4","3","2","1","5","5","3","3","1","2","3","5","3","5","2","1","1","1","4","5","1","4","3","4","1","3","3","5","1","4","5"
